dataSetName,dataSetNumber,Lenght,Lambda,Neff,phaseShift
689,waveguide_smt_L1.0_LAM940_Neff1.9_end.0-trans.2d_dat,1.0,940,1.9,-1.53852679e-01
690,waveguide_smt_L1.0_LAM940_Neff2.1_end.0-trans.2d_dat,1.0,940,2.1,-1.48828369e+00
691,waveguide_smt_L1.0_LAM940_Neff2.3_end.0-trans.2d_dat,1.0,940,2.3,-2.72202297e+00
692,waveguide_smt_L1.0_LAM940_Neff2.5_end.0-trans.2d_dat,1.0,940,2.5,2.01069167e+00
693,waveguide_smt_L1.0_LAM940_Neff2.7_end.0-trans.2d_dat,1.0,940,2.7,9.76463102e-01
694,waveguide_smt_L1.0_LAM940_Neff2.9_end.0-trans.2d_dat,1.0,940,2.9,-7.28986075e-01
695,waveguide_smt_L1.0_LAM950_Neff1.1_end.0-trans.2d_dat,1.0,950,1.1,-9.92081891e-01
696,waveguide_smt_L1.0_LAM950_Neff1.3_end.0-trans.2d_dat,1.0,950,1.3,-2.30794110e+00
697,waveguide_smt_L1.0_LAM950_Neff1.5_end.0-trans.2d_dat,1.0,950,1.5,2.62547994e+00
698,waveguide_smt_L1.0_LAM950_Neff1.7_end.0-trans.2d_dat,1.0,950,1.7,1.34377917e+00
699,waveguide_smt_L1.0_LAM950_Neff1.9_end.0-trans.2d_dat,1.0,950,1.9,1.44920116e-11
700,waveguide_smt_L1.0_LAM950_Neff2.1_end.0-trans.2d_dat,1.0,950,2.1,-1.36555279e+00
701,waveguide_smt_L1.0_LAM950_Neff2.3_end.0-trans.2d_dat,1.0,950,2.3,-2.53410715e+00
702,waveguide_smt_L1.0_LAM950_Neff2.5_end.0-trans.2d_dat,1.0,950,2.5,2.16708393e+00
703,waveguide_smt_L1.0_LAM950_Neff2.7_end.0-trans.2d_dat,1.0,950,2.7,1.14249704e+00
704,waveguide_smt_L1.0_LAM950_Neff2.9_end.0-trans.2d_dat,1.0,950,2.9,-4.77660677e-01
705,waveguide_smt_L1.0_LAM960_Neff1.1_end.0-trans.2d_dat,1.0,960,1.1,-9.16297857e-01
706,waveguide_smt_L1.0_LAM960_Neff1.3_end.0-trans.2d_dat,1.0,960,1.3,-2.21859911e+00
707,waveguide_smt_L1.0_LAM960_Neff1.5_end.0-trans.2d_dat,1.0,960,1.5,2.73187409e+00
708,waveguide_smt_L1.0_LAM960_Neff1.7_end.0-trans.2d_dat,1.0,960,1.7,1.45127595e+00
709,waveguide_smt_L1.0_LAM960_Neff1.9_end.0-trans.2d_dat,1.0,960,1.9,1.50659469e-01
710,waveguide_smt_L1.0_LAM960_Neff2.1_end.0-trans.2d_dat,1.0,960,2.1,-1.24260066e+00
711,waveguide_smt_L1.0_LAM960_Neff2.3_end.0-trans.2d_dat,1.0,960,2.3,-2.36339752e+00
712,waveguide_smt_L1.0_LAM960_Neff2.5_end.0-trans.2d_dat,1.0,960,2.5,2.33621727e+00
713,waveguide_smt_L1.0_LAM960_Neff2.7_end.0-trans.2d_dat,1.0,960,2.7,1.28903507e+00
714,waveguide_smt_L1.0_LAM960_Neff2.9_end.0-trans.2d_dat,1.0,960,2.9,-1.95962944e-01
715,waveguide_smt_L1.0_LAM970_Neff1.1_end.0-trans.2d_dat,1.0,970,1.1,-8.42076381e-01
716,waveguide_smt_L1.0_LAM970_Neff1.3_end.0-trans.2d_dat,1.0,970,1.3,-2.13130587e+00
717,waveguide_smt_L1.0_LAM970_Neff1.5_end.0-trans.2d_dat,1.0,970,1.5,2.83681297e+00
718,waveguide_smt_L1.0_LAM970_Neff1.7_end.0-trans.2d_dat,1.0,970,1.7,1.55602423e+00
719,waveguide_smt_L1.0_LAM970_Neff1.9_end.0-trans.2d_dat,1.0,970,1.9,2.96624560e-01
720,waveguide_smt_L1.0_LAM970_Neff2.1_end.0-trans.2d_dat,1.0,970,2.1,-1.11798529e+00
721,waveguide_smt_L1.0_LAM970_Neff2.3_end.0-trans.2d_dat,1.0,970,2.3,-2.20885624e+00
722,waveguide_smt_L1.0_LAM970_Neff2.5_end.0-trans.2d_dat,1.0,970,2.5,2.52008322e+00
723,waveguide_smt_L1.0_LAM970_Neff2.7_end.0-trans.2d_dat,1.0,970,2.7,1.42256343e+00
724,waveguide_smt_L1.0_LAM970_Neff2.9_end.0-trans.2d_dat,1.0,970,2.9,9.74970291e-02
725,waveguide_smt_L1.0_LAM980_Neff1.1_end.0-trans.2d_dat,1.0,980,1.1,-7.69369629e-01
726,waveguide_smt_L1.0_LAM980_Neff1.3_end.0-trans.2d_dat,1.0,980,1.3,-2.04597930e+00
727,waveguide_smt_L1.0_LAM980_Neff1.5_end.0-trans.2d_dat,1.0,980,1.5,2.94016920e+00
728,waveguide_smt_L1.0_LAM980_Neff1.7_end.0-trans.2d_dat,1.0,980,1.7,1.65856860e+00
729,waveguide_smt_L1.0_LAM980_Neff1.9_end.0-trans.2d_dat,1.0,980,1.9,4.36771554e-01
730,waveguide_smt_L1.0_LAM980_Neff2.1_end.0-trans.2d_dat,1.0,980,2.1,-9.90512481e-01
731,waveguide_smt_L1.0_LAM980_Neff2.3_end.0-trans.2d_dat,1.0,980,2.3,-2.06826565e+00
732,waveguide_smt_L1.0_LAM980_Neff2.5_end.0-trans.2d_dat,1.0,980,2.5,2.71845290e+00
733,waveguide_smt_L1.0_LAM980_Neff2.7_end.0-trans.2d_dat,1.0,980,2.7,1.54839017e+00
734,waveguide_smt_L1.0_LAM980_Neff2.9_end.0-trans.2d_dat,1.0,980,2.9,3.76535810e-01
735,waveguide_smt_L1.0_LAM990_Neff1.1_end.0-trans.2d_dat,1.0,990,1.1,-6.98131701e-01
736,waveguide_smt_L1.0_LAM990_Neff1.3_end.0-trans.2d_dat,1.0,990,1.3,-1.96253683e+00
737,waveguide_smt_L1.0_LAM990_Neff1.5_end.0-trans.2d_dat,1.0,990,1.5,3.04180701e+00
738,waveguide_smt_L1.0_LAM990_Neff1.7_end.0-trans.2d_dat,1.0,990,1.7,1.75939745e+00
739,waveguide_smt_L1.0_LAM990_Neff1.9_end.0-trans.2d_dat,1.0,990,1.9,5.70428456e-01
740,waveguide_smt_L1.0_LAM990_Neff2.1_end.0-trans.2d_dat,1.0,990,2.1,-8.59287291e-01
741,waveguide_smt_L1.0_LAM990_Neff2.3_end.0-trans.2d_dat,1.0,990,2.3,-1.93901568e+00
742,waveguide_smt_L1.0_LAM990_Neff2.5_end.0-trans.2d_dat,1.0,990,2.5,2.92787362e+00
743,waveguide_smt_L1.0_LAM990_Neff2.7_end.0-trans.2d_dat,1.0,990,2.7,1.67093590e+00
744,waveguide_smt_L1.0_LAM990_Neff2.9_end.0-trans.2d_dat,1.0,990,2.9,6.22528789e-01
